Date,Conference,Game_Notes,Away_Team,Away_Team_Link,Away_Score,Home_Team,Home_Team_Link,Home_Score,OT,Box_Link,Metrics_Link,Day,Game_ID
2024-10-18,Hockey East,,Connecticut,/reports/team/Connecticut/17,2,Boston University,/reports/team/Boston-University/10,4,,/box/final/20241018/con/bu_/,/box/metrics.php?gd=99948,Friday,2024-10-18_Boston University_Connecticut
2024-10-18,Hockey East,,New Hampshire,/reports/team/New-Hampshire/38,0,Merrimack,/reports/team/Merrimack/29,0,ot,/box/final/20241018/unh/mer/,/box/metrics.php?gd=100855,Friday,2024-10-18_Merrimack_New Hampshire
2024-10-18,Big Ten,,Ohio State,/reports/team/Ohio-State/44,2,Wisconsin,/reports/team/Wisconsin/58,1,ot,/box/final/20241018/osu/wis/,/box/metrics.php?gd=100941,Friday,2024-10-18_Wisconsin_Ohio State
2024-10-18,Non-Conference,,Northeastern,/reports/team/Northeastern/41,2,Denver,/reports/team/Denver/20,5,,/box/final/20241018/noe/den/,/box/metrics.php?gd=100077,Friday,2024-10-18_Denver_Northeastern
2024-10-18,Non-Conference,,Quinnipiac,/reports/team/Quinnipiac/47,1,Maine,/reports/team/Maine/25,2,,/box/final/20241018/qui/mne/,/box/metrics.php?gd=100453,Friday,2024-10-18_Maine_Quinnipiac
2024-10-18,Non-Conference,,Sacred Heart,/reports/team/Sacred-Heart/51,4,Massachusetts,/reports/team/Massachusetts/27,3,,/box/final/20241018/sac/uma/,/box/metrics.php?gd=100016,Friday,2024-10-18_Massachusetts_Sacred Heart
2024-10-18,Non-Conference,,St Cloud State,/reports/team/St-Cloud-State/52,0,Michigan,/reports/team/Michigan/31,3,,/box/final/20241018/stc/mic/,/box/metrics.php?gd=100565,Friday,2024-10-18_Michigan_St. Cloud State
2024-10-18,Non-Conference,,Minnesota,/reports/team/Minnesota/34,7,Minnesota Duluth,/reports/team/Minnesota-Duluth/36,5,,/box/final/20241018/min/mnd/,/box/metrics.php?gd=100052,Friday,2024-10-18_Minnesota-Duluth_Minnesota
2024-10-18,Non-Conference,,Arizona State,/reports/team/Arizona-State/61,1,Providence,/reports/team/Providence/46,4,,/box/final/20241018/asu/prv/,/box/metrics.php?gd=99882,Friday,2024-10-18_Providence_Arizona State
2024-10-18,Non-Conference,,Niagara,/reports/team/Niagara/39,3,Rensselaer,/reports/team/Rensselaer/48,3,ot,/box/final/20241018/nia/ren/,/box/metrics.php?gd=100135,Friday,2024-10-18_Rensselaer_Niagara
2024-10-18,Non-Conference,,Ferris State,/reports/team/Ferris-State/21,1,St Lawrence,/reports/team/St-Lawrence/53,0,,/box/final/20241018/fsu/stl/,/box/metrics.php?gd=100786,Friday,2024-10-18_St. Lawrence_Ferris State
2024-10-18,Non-Conference,,Mercyhurst,/reports/team/Mercyhurst/28,2,Union,/reports/team/Union/54,6,,/box/final/20241018/mrc/uni/,/box/metrics.php?gd=100196,Friday,2024-10-18_Union_Mercyhurst
2024-10-18,Non-Conference,,Long Island,/reports/team/Long-Island/62,1,Bentley,/reports/team/Bentley/8,1,ot,/box/final/20241018/liu/ben/,/box/metrics.php?gd=100428,Friday,2024-10-18_Bentley_Long Island
2024-10-18,Non-Conference,,American Intl,/reports/team/American-Intl/5,0,Boston College,/reports/team/Boston-College/9,5,,/box/final/20241018/aic/bc_/,/box/metrics.php?gd=100675,Friday,2024-10-18_Boston College_American Int'l
